candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
59,false,-1,24.40,244,17593,6591,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,23892,24,2458173,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-n-001: empty/local stress P->D from adjacent cell-q-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
60,false,-1,24.40,244,17593,6591,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,23892,24,2462773,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-n-001: empty/local stress M->D from adjacent cell-q-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
61,false,-1,24.40,244,18034,7488,0,24,10,14,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|red-myco-001|red-myco-003|red-myco-004,33740,24,2459423,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-q-001: empty/local stress E->A from adjacent cell-d-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
62,false,-1,25.50,255,18409,7486,0,24,10,14,1,cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33714,24,2413173,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-a-002: empty/local stress F->C from adjacent cell-d-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
63,false,-1,25.40,254,18638,7491,0,24,10,14,1,cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33785,24,2497373,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-a-002: empty/local stress F->D from adjacent cell-d-002 (produced); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
64,false,-1,24.50,245,17361,6906,0,24,9,15,2,cell-b-001|cell-c-001|cell-e-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,26778,24,2412373,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-a-002: empty/local stress F->E from adjacent cell-h-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-e-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B,L;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001]|[cell-b-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001]|[cell-b-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
65,false,-1,24.50,245,17969,6986,0,24,10,14,1,cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,27700,24,2411523,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-a-002: empty/local stress F->P from adjacent cell-d-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
66,false,-1,24.30,243,18187,6743,0,24,11,13,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-004,24836,24,2473933,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-k-002: empty/local stress L->A from adjacent red-myco-002 (offered); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-004]"
67,false,-1,24.30,243,17314,6682,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,24096,24,2475323,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-k-002: empty/local stress L->E from adjacent red-myco-004 (offered); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
68,false,-1,24.40,244,17724,6891,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,26690,24,2475873,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-k-002: empty/local stress L->F from adjacent red-myco-002 (offered); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
69,false,-1,24.30,243,17314,6682,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,24096,24,2474873,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-k-002: empty/local stress L->P from adjacent red-myco-004 (offered); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
70,false,-1,24.20,242,17758,6313,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-g-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-004,19667,24,2476573,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-m-001: empty/local stress N->C from adjacent red-myco-003 (offered); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-g-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002,red-myco-003]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002,red-myco-003]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-004]"
71,false,-1,24.60,246,18626,7190,0,24,10,14,0,cell-a-002|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,30492,24,2462423,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-b-001: empty/local stress K->A from adjacent cell-d-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
72,false,-1,24.50,245,18733,6955,0,24,10,14,0,cell-a-002|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,27358,24,2463773,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-b-001: empty/local stress K->N from adjacent cell-d-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
73,false,-1,24.20,242,17588,6591,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,22998,24,2464223,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-b-001: empty/local stress K->Q from adjacent cell-d-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
74,false,-1,24.20,242,17588,6591,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,22998,24,2462123,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-c-001: empty/local stress M->E from adjacent cell-h-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
75,false,-1,24.20,242,17588,6591,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,22998,24,2509423,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-c-001: empty/local stress M->H from adjacent cell-h-001 (produced); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
76,false,-1,24.20,242,17588,6591,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,22998,24,2461673,"needs-repair cell-a-001: empty/local stress Q->C from adjacent cell-d-002 (nonzero carried need); cell-c-001: empty/local stress M->I from adjacent cell-h-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-a-001,cell-c-001,cell-d-001,cell-d-002,cell-n-001,cell-p-001,cell-q-001]|[cell-a-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
77,false,-1,25.10,251,19371,7491,0,24,10,14,0,cell-a-002|cell-b-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33790,24,2546673,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-c-001: empty/local stress M->A from adjacent cell-d-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=none;strong=[cell-a-001,cell-a-002,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
